326;319910;477203;2
327;926865;825529;0
328;419428;147516;2
329;158098;205501;2
330;876368;299368;1
331;377034;89786;1
332;135344;772501;0
333;651187;623942;0
334;136575;445446;2
335;335585;601446;2
336;868276;844414;1
337;963155;232320;1
338;289410;356344;2
339;366062;506254;1
340;777027;479570;1
341;158897;221675;2
342;202727;321774;1
343;806056;669904;2
344;271677;451431;0
345;567773;669003;2
346;952188;173379;0
347;700413;750135;1
348;917023;201932;2
349;980057;764772;0
350;618790;461829;1
351;116144;204403;2
352;871245;500436;1
353;251044;828142;1
354;810558;899097;1
355;192077;566309;2
356;62883;578947;0
357;477912;474342;2
358;630292;644382;2
359;972710;452404;0
360;598308;95228;1
361;982130;747265;1
362;708919;536506;1
363;785865;317692;0
364;149166;866170;1
365;667207;892977;1
366;575056;544851;2
367;90658;356349;0
368;646526;546017;1
369;976999;205007;1
370;765260;505758;2
371;192025;589790;2
372;680268;287760;2
373;970975;578098;0
374;190227;687386;2
375;228657;207284;2
376;189161;731669;2
377;666426;502565;1
378;219346;449513;0
379;97301;731335;1
380;371830;198767;2
381;323566;763525;1
382;263546;497687;0
383;488314;130798;2
384;659973;881624;0
385;83797;283213;0
386;340081;618687;0
387;827855;135065;2
388;59512;253637;1
389;300366;747327;2
390;198766;123229;2
391;746309;350359;1
392;873045;666849;1
393;548279;345694;2
394;432691;722188;0
395;921032;760829;1
396;706104;382910;0
397;653084;705998;2
398;460016;551695;1
399;726680;653212;2
400;589240;223829;0
401;611902;587664;1
402;171980;177535;2
403;289184;175401;2
404;570690;491967;2
405;851155;393136;0
406;832687;654033;0
407;449406;356592;2
408;735287;251586;1
409;859722;166182;1
410;711182;191321;2
411;656963;322761;1
412;925944;833370;2
413;362625;710424;0
414;877878;286306;1
415;938045;744270;0
416;144568;131012;0
417;668758;715939;1
418;184908;701441;2
419;659375;233896;1
420;619745;735903;0
421;834921;534007;1
422;911184;434930;2
423;327998;390235;1
424;972550;453022;2
425;699116;758552;1
426;418894;214334;0
427;483564;209995;2
428;377596;301161;1
429;909552;104116;2
430;726343;328561;0
431;976749;737490;0
432;968801;852389;0
433;332749;652505;0
434;885841;305890;1
435;883048;814464;2
436;650510;256259;0
437;636478;312553;1
438;457449;413310;1
439;209086;323444;2
440;893507;438023;2
441;397910;116137;0
442;611628;653307;1
443;738463;508792;2
444;554555;279311;1
445;87263;348935;1
446;657741;380797;2
447;997551;753340;2
448;935382;876975;1
449;979888;830524;2
450;908215;285560;1
451;490611;831437;0
452;428926;342860;0
453;562247;328442;1
454;391863;489310;0
455;368864;830250;0
456;627849;266077;2
457;212027;188066;2
458;445712;574044;1
459;207911;733244;0
460;543186;832668;2
461;950490;664940;1
462;353486;396693;1
463;726919;422176;2
464;449086;376025;2
465;666878;316085;0
466;941498;656612;1
467;714095;297405;1
468;151897;874798;1
469;816183;415842;1
470;654603;817512;0
471;460607;358367;0
472;927911;245232;1
473;288075;564909;2
474;227634;361238;2
475;317341;411915;0
476;882303;821526;0
477;384087;816968;2
478;685104;785414;1
479;141608;766257;1
480;614379;829459;2
481;117542;428861;1
482;566426;231553;1
483;982882;239744;1
484;316335;499224;1
485;524272;333957;2
486;320670;418420;2
487;972421;678126;1
488;141750;158386;1
489;807123;493930;1
490;402903;199597;0
491;200678;713031;1
492;525205;796169;2
493;666210;500939;1
494;789995;261033;2
495;412744;438497;0
496;669024;278215;0
497;932850;757513;0
498;678819;638402;2
499;78689;240520;2
500;981375;680907;1
